-2.0	0.6334	0.4483	0.5700	0.5356
-1.9	0.6301	0.4420	0.5658	0.5335
-1.7999999999999998	0.6299	0.4414	0.5656	0.5331
-1.6999999999999997	0.6297	0.4407	0.5653	0.5327
-1.5999999999999996	0.6386	0.4387	0.5693	0.5346
-1.4999999999999996	0.6386	0.4387	0.5693	0.5346
-1.3999999999999995	0.6386	0.4387	0.5693	0.5346
-1.2999999999999994	0.6572	0.4394	0.5793	0.5396
-1.1999999999999993	0.6585	0.4394	0.5798	0.5398
-1.0999999999999992	0.6605	0.4387	0.5811	0.5424
-0.9999999999999992	0.6605	0.4387	0.5811	0.5424
-0.8999999999999992	0.6605	0.4387	0.5811	0.5424
-0.7999999999999993	0.6643	0.4401	0.5837	0.5437
-0.6999999999999993	0.6633	0.4324	0.5807	0.5423
-0.5999999999999993	0.6633	0.4324	0.5807	0.5423
-0.49999999999999933	0.6663	0.4303	0.5817	0.5439
-0.39999999999999936	0.6648	0.4240	0.5781	0.5446
-0.2999999999999994	0.6642	0.4196	0.5760	0.5440
-0.19999999999999937	0.6646	0.4196	0.5763	0.5443
-0.09999999999999937	0.6652	0.4189	0.5766	0.5443
6.38378239159465E-16	0.6652	0.4189	0.5766	0.5443
0.10000000000000064	0.6652	0.4189	0.5766	0.5443
0.20000000000000065	0.6652	0.4189	0.5766	0.5443
0.30000000000000066	0.6648	0.4176	0.5760	0.5434
0.4000000000000007	0.6648	0.4176	0.5760	0.5434
0.5000000000000007	0.6633	0.4141	0.5726	0.5439
0.6000000000000006	0.6631	0.4128	0.5719	0.5432
0.7000000000000006	0.6628	0.4121	0.5715	0.5438
0.8000000000000006	0.6753	0.4121	0.5788	0.5507
0.9000000000000006	0.6920	0.4121	0.5878	0.5556
1.0000000000000007	0.6920	0.4121	0.5878	0.5556
1.1000000000000008	0.6937	0.4121	0.5891	0.5566
1.2000000000000008	0.6939	0.4106	0.5883	0.5558
1.300000000000001	0.6921	0.4086	0.5857	0.5554
1.400000000000001	0.6932	0.4080	0.5859	0.5552
1.500000000000001	0.6932	0.4080	0.5859	0.5552
1.6000000000000012	0.6936	0.4080	0.5863	0.5554
1.7000000000000013	0.6934	0.4073	0.5860	0.5550
1.8000000000000014	0.6934	0.4073	0.5860	0.5550
1.9000000000000015	0.6943	0.4059	0.5863	0.5569
